timestamp;voc [ppb];sound_pressure_level [dba];indoor_relative_humidity [%];air_temperature [Celsius];illuminance [lux];pm2.5 [mu_g/m3];indoor_co2 [ppm];wifi_connected_devices [number];ceiling_fan_energy [kWh];lighting_energy [kWh];plug_load_energy [kWh];chilled_water_energy [kWh];ahu_fan_energy [kWh];supply_air_flow [CMH];damper_position [%];temp_setpoint [Celsius];cooling_coil_valve_position [%];cooling_coil_valve_command [%];ahu_fan_speed [Hz];offcoil_air_temp [Celsius];offcoil_temp_setpoint [Celsius];pressure_across_filter [Pa];supply_air_humidity [%];supply_air_pressure [Pa];supply_air_temperature [Celsius];baromatic_pressure [hPa];dry_bulb_temp [Celsius];global_horizontal_solar_radiation [W/m2];wind_direction [Degree];wind_speed [m/s];outdoor_co2 [ppm];outdoor_relative_humidity [%];occupant_presence [binary];occupant_count [number]
2021-09-07 04:35 +08:00;20;58,90333176;58,54466629;26,85633278;136,2599945;3,099999905;530,5999756;2;0,002686;0,0011596;0,045898;0;0,01563;0;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,38523293;1003,900024;26,30163574;0;28,39469528;0,278854787;462,8992615;100;0;0
2021-09-07 04:40 +08:00;20;58,55356979;58,39071274;26,86000061;132,3357086;2,928571463;532,9642944;1;0,002929;0,0011597;0,045899;0;0,01562;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,38523293;1003,900024;26,30162811;0;257,4032898;0,100000001;462,3222656;100;0;0
2021-09-07 04:45 +08:00;20;59,63333511;58,19766617;26,87033272;127,5966644;3,166666746;534,666687;1;0,002686;0,0012207;0,046875;0;0,01563;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,38523293;1004,096741;26,29999924;0;335,1936035;0,150000006;462,4896851;100;0;0
2021-09-07 04:50 +08:00;20;59,18275833;57,98723984;26,88068962;126,6241379;2,724138021;537,4827881;1;0,00293;0,0011597;0,045898;0;0,01562;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,38523293;1003,900024;26,39999962;0;355,6946106;0,109999999;464,0856934;100;0;0
2021-09-07 04:55 +08:00;20;58,75999832;57,88733292;26,88933372;131,0333405;2,833333254;535,5999756;1;0,002685;0,0011597;0,046875;0;0,01563;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,38523293;1003,799988;26,39999962;0;278,7181091;0,196925789;463,6924438;100;0;0
2021-09-07 05:00 +08:00;20;59,55333328;57,90133286;26,89633369;133,0066681;2,933333397;528,0666504;2;0,00293;0,0011596;0,045899;0;0,01562;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,4897747;1003,799988;26,39999962;0;97,52954865;0,348845333;462,9025879;100;0;0
2021-09-07 05:05 +08:00;20;60,57333374;57,95366669;26,94966698;139,1199951;3;527,7999878;1;0,002929;0,0012818;0,046875;0;0,01465;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,49152374;1003,700012;26,29999924;0;150,4996948;0,050025634;462,8927612;100;0;0
2021-09-07 05:10 +08:00;20;58,44333267;58,0253334;26,98500061;140,8300018;3,166666746;531,5666504;1;0,002686;0,0012207;0,047851;0;0,01562;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,49152374;1003,599976;26,29999924;0;326,2843018;0,349995494;462,5092163;100;0;0
2021-09-07 05:15 +08:00;20;59,40645218;57,72225952;27,06806374;143,6838684;3,516129017;534,4193726;1;0,00293;0,0012817;0,046875;0;0,01465;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,49152374;1003,700012;26,29999924;0;160,5050507;0,170000002;464,65625;100;0;0
2021-09-07 05:20 +08:00;20;57,91666794;57,53699875;27,08300018;143,863327;3,266666651;534,5;1;0,002929;0,0012207;0,046875;0;0,01465;0;100;25;1,611046553;0;0;25,0803318;16,5;0;93,08337402;0;26,49152374;1003,599976;26,29999924;0;222,4258118;0,170062765;463,4957275;100;0;0
